Library_ID,code,condition,age,mice_id,experiment,Solexa,well,nas_ID,column,row,indexes
CM408,ID-SNI-626-2-H,4n,3 mo,16/036335,SNI-626,,2H,AS-397171-LR-46504,2,H,N704-S506
CM409,ID-SNI-626-2-I,2n,22.5 mo,AN16CUK000798,SNI-626,,2I,AS-397173-LR-46504,2,I,N703-S507
CM410,ID-SNI-626-2-J,2n,22.5 mo,AN16CUK000798,SNI-626,,2J,AS-397175-LR-46504,2,J,N704-S507
CM411,ID-SNI-626-2-K,2n,22.5 mo,AN16CUK000798,SNI-626,,2K,AS-397177-LR-46504,2,K,N703-S508
CM412,ID-SNI-626-2-L,2n,22.5 mo,AN16CUK000798,SNI-626,,2L,AS-397179-LR-46504,2,L,N704-S508
CM413,ID-SNI-626-2-M,4n,22.5 mo,AN16CUK000798,SNI-626,,2M,AS-397181-LR-46504,2,M,N703-S510
CM414,ID-SNI-626-2-N,4n,22.5 mo,AN16CUK000798,SNI-626,,2N,AS-397183-LR-46504,2,N,N704-S510
CM415,ID-SNI-626-2-O,4n,22.5 mo,AN16CUK000798,SNI-626,,2O,AS-397185-LR-46504,2,O,N703-S511
CM416,ID-SNI-626-2-P,4n,22.5 mo,AN16CUK000798,SNI-626,,2P,AS-397187-LR-46504,2,P,N704-S511
CM417,ID-SNI-626-3-A,2n,3 mo,16/036335,SNI-626,,3A,AS-397189-LR-46504,3,A,N705-S502
CM418,ID-SNI-626-3-B,2n,3 mo,16/036335,SNI-626,,3B,AS-397191-LR-46504,3,B,N706-S502
CM419,ID-SNI-626-3-C,2n,3 mo,16/036335,SNI-626,,3C,AS-397193-LR-46504,3,C,N705-S503
CM420,ID-SNI-626-3-D,2n,3 mo,16/036335,SNI-626,,3D,AS-397195-LR-46504,3,D,N706-S503
CM421,ID-SNI-626-3-E,4n,3 mo,16/036335,SNI-626,,3E,AS-397197-LR-46504,3,E,N705-S505
CM422,ID-SNI-626-3-F,4n,3 mo,16/036335,SNI-626,,3F,AS-397199-LR-46504,3,F,N706-S505
CM423,ID-SNI-626-3-G,4n,3 mo,16/036335,SNI-626,,3G,AS-397201-LR-46504,3,G,N705-S506
CM424,ID-SNI-626-3-H,4n,3 mo,16/036335,SNI-626,,3H,AS-397203-LR-46504,3,H,N706-S506
CM425,ID-SNI-626-3-I,2n,22.5 mo,AN16CUK000798,SNI-626,,3I,AS-397205-LR-46504,3,I,N705-S507
CM426,ID-SNI-626-3-J,2n,22.5 mo,AN16CUK000798,SNI-626,,3J,AS-397207-LR-46504,3,J,N706-S507
CM427,ID-SNI-626-3-K,2n,22.5 mo,AN16CUK000798,SNI-626,,3K,AS-397209-LR-46504,3,K,N705-S508
CM428,ID-SNI-626-3-L,2n,22.5 mo,AN16CUK000798,SNI-626,,3L,AS-397211-LR-46504,3,L,N706-S508
CM429,ID-SNI-626-3-M,4n,22.5 mo,AN16CUK000798,SNI-626,,3M,AS-397213-LR-46504,3,M,N705-S510
CM430,ID-SNI-626-3-N,4n,22.5 mo,AN16CUK000798,SNI-626,,3N,AS-397215-LR-46504,3,N,N706-S510
CM431,ID-SNI-626-3-O,4n,22.5 mo,AN16CUK000798,SNI-626,,3O,AS-397217-LR-46504,3,O,N705-S511
CM432,ID-SNI-626-3-P,4n,22.5 mo,AN16CUK000798,SNI-626,,3P,AS-397219-LR-46504,3,P,N706-S511
CM433,ID-SNI-626-4-A,2n,3 mo,16/036335,SNI-626,,4A,AS-397221-LR-46504,4,A,N707-S502
CM434,ID-SNI-626-4-B,2n,3 mo,16/036335,SNI-626,,4B,AS-397223-LR-46504,4,B,N710-S502
CM435,ID-SNI-626-4-C,2n,3 mo,16/036335,SNI-626,,4C,AS-397225-LR-46504,4,C,N707-S503
CM436,ID-SNI-626-4-D,2n,3 mo,16/036335,SNI-626,,4D,AS-397227-LR-46504,4,D,N710-S503
CM437,ID-SNI-626-4-E,4n,3 mo,16/036335,SNI-626,,4E,AS-397229-LR-46504,4,E,N707-S505
CM438,ID-SNI-626-4-F,4n,3 mo,16/036335,SNI-626,,4F,AS-397231-LR-46504,4,F,N710-S505
CM439,ID-SNI-626-4-G,4n,3 mo,16/036335,SNI-626,,4G,AS-397233-LR-46504,4,G,N707-S506
CM440,ID-SNI-626-4-H,4n,3 mo,16/036335,SNI-626,,4H,AS-397235-LR-46504,4,H,N710-S506
CM441,ID-SNI-626-4-I,2n,22.5 mo,AN16CUK000798,SNI-626,,4I,AS-397237-LR-46504,4,I,N707-S507
CM442,ID-SNI-626-4-J,2n,22.5 mo,AN16CUK000798,SNI-626,,4J,AS-397239-LR-46504,4,J,N710-S507
CM443,ID-SNI-626-4-K,2n,22.5 mo,AN16CUK000798,SNI-626,,4K,AS-397241-LR-46504,4,K,N707-S508
CM444,ID-SNI-626-4-L,2n,22.5 mo,AN16CUK000798,SNI-626,,4L,AS-397243-LR-46504,4,L,N710-S508
CM445,ID-SNI-626-4-M,4n,22.5 mo,AN16CUK000798,SNI-626,,4M,AS-397245-LR-46504,4,M,N707-S510
CM446,ID-SNI-626-4-N,4n,22.5 mo,AN16CUK000798,SNI-626,,4N,AS-397247-LR-46504,4,N,N710-S510
CM447,ID-SNI-626-4-O,4n,22.5 mo,AN16CUK000798,SNI-626,,4O,AS-397249-LR-46504,4,O,N707-S511
CM448,ID-SNI-626-4-P,4n,22.5 mo,AN16CUK000798,SNI-626,,4P,AS-397251-LR-46504,4,P,N710-S511
CM449,ID-SNI-626-5-A,2n,3 mo,16/036335,SNI-626,,5A,AS-397253-LR-46504,5,A,N711-S502
CM450,ID-SNI-626-5-B,2n,3 mo,16/036335,SNI-626,,5B,AS-397255-LR-46504,5,B,N712-S502
CM451,ID-SNI-626-5-C,2n,3 mo,16/036335,SNI-626,,5C,AS-397257-LR-46504,5,C,N711-S503
CM452,ID-SNI-626-5-D,2n,3 mo,16/036335,SNI-626,,5D,AS-397259-LR-46504,5,D,N712-S503
CM453,ID-SNI-626-5-E,4n,3 mo,16/036335,SNI-626,,5E,AS-397261-LR-46504,5,E,N711-S505
CM454,ID-SNI-626-5-F,4n,3 mo,16/036335,SNI-626,,5F,AS-397263-LR-46504,5,F,N712-S505
CM455,ID-SNI-626-5-G,4n,3 mo,16/036335,SNI-626,,5G,AS-397265-LR-46504,5,G,N711-S506
CM456,ID-SNI-626-5-H,4n,3 mo,16/036335,SNI-626,,5H,AS-397267-LR-46504,5,H,N712-S506
CM457,ID-SNI-626-5-I,2n,22.5 mo,AN16CUK000798,SNI-626,,5I,AS-397269-LR-46504,5,I,N711-S507
CM458,ID-SNI-626-5-J,2n,22.5 mo,AN16CUK000798,SNI-626,,5J,AS-397271-LR-46504,5,J,N712-S507
CM459,ID-SNI-626-5-K,2n,22.5 mo,AN16CUK000798,SNI-626,,5K,AS-397273-LR-46504,5,K,N711-S508
CM460,ID-SNI-626-5-L,2n,22.5 mo,AN16CUK000798,SNI-626,,5L,AS-397275-LR-46504,5,L,N712-S508
CM461,ID-SNI-626-5-M,4n,22.5 mo,AN16CUK000798,SNI-626,,5M,AS-397277-LR-46504,5,M,N711-S510
CM462,ID-SNI-626-5-N,4n,22.5 mo,AN16CUK000798,SNI-626,,5N,AS-397279-LR-46504,5,N,N712-S510
CM463,ID-SNI-626-5-O,4n,22.5 mo,AN16CUK000798,SNI-626,,5O,AS-397281-LR-46504,5,O,N711-S511
CM464,ID-SNI-626-5-P,4n,22.5 mo,AN16CUK000798,SNI-626,,5P,AS-397283-LR-46504,5,P,N712-S511
CM465,ID-SNI-626-6-A,2n,3 mo,16/036335,SNI-626,,6A,AS-397285-LR-46504,6,A,N714-S502
CM466,ID-SNI-626-6-B,2n,3 mo,16/036335,SNI-626,,6B,AS-397287-LR-46504,6,B,N715-S502
CM467,ID-SNI-626-6-C,2n,3 mo,16/036335,SNI-626,,6C,AS-397289-LR-46504,6,C,N714-S503
CM468,ID-SNI-626-6-D,2n,3 mo,16/036335,SNI-626,,6D,AS-397291-LR-46504,6,D,N715-S503
CM469,ID-SNI-626-6-E,4n,3 mo,16/036335,SNI-626,,6E,AS-397293-LR-46504,6,E,N714-S505
CM470,ID-SNI-626-6-F,4n,3 mo,16/036335,SNI-626,,6F,AS-397295-LR-46504,6,F,N715-S505
CM471,ID-SNI-626-6-G,4n,3 mo,16/036335,SNI-626,,6G,AS-397297-LR-46504,6,G,N714-S506
CM472,ID-SNI-626-6-H,4n,3 mo,16/036335,SNI-626,,6H,AS-397299-LR-46504,6,H,N715-S506
CM473,ID-SNI-626-6-I,2n,22.5 mo,AN16CUK000798,SNI-626,,6I,AS-397301-LR-46504,6,I,N714-S507
CM474,ID-SNI-626-6-J,2n,22.5 mo,AN16CUK000798,SNI-626,,6J,AS-397303-LR-46504,6,J,N715-S507
CM475,ID-SNI-626-6-K,2n,22.5 mo,AN16CUK000798,SNI-626,,6K,AS-397305-LR-46504,6,K,N714-S508
CM476,ID-SNI-626-6-L,2n,22.5 mo,AN16CUK000798,SNI-626,,6L,AS-397307-LR-46504,6,L,N715-S508
CM477,ID-SNI-626-6-M,4n,22.5 mo,AN16CUK000798,SNI-626,,6M,AS-397309-LR-46504,6,M,N714-S510
CM478,ID-SNI-626-6-N,4n,22.5 mo,AN16CUK000798,SNI-626,,6N,AS-397311-LR-46504,6,N,N715-S510
CM479,ID-SNI-626-6-O,4n,22.5 mo,AN16CUK000798,SNI-626,,6O,AS-397313-LR-46504,6,O,N714-S511
CM480,ID-SNI-626-6-P,4n,22.5 mo,AN16CUK000798,SNI-626,,6P,AS-397315-LR-46504,6,P,N715-S511
CM481,ID-SNI-626-7-A,2n,3 mo,16/036335,SNI-626,,7A,AS-397317-LR-46504,7,A,N716-S502
CM482,ID-SNI-626-7-B,2n,3 mo,16/036335,SNI-626,,7B,AS-397319-LR-46504,7,B,N718-S502
CM483,ID-SNI-626-7-C,2n,3 mo,16/036335,SNI-626,,7C,AS-397321-LR-46504,7,C,N716-S503
CM484,ID-SNI-626-7-D,2n,3 mo,16/036335,SNI-626,,7D,AS-397323-LR-46504,7,D,N718-S503
CM485,ID-SNI-626-7-E,4n,3 mo,16/036335,SNI-626,,7E,AS-397325-LR-46504,7,E,N716-S505
CM486,ID-SNI-626-7-F,4n,3 mo,16/036335,SNI-626,,7F,AS-397327-LR-46504,7,F,N718-S505
CM487,ID-SNI-626-7-G,4n,3 mo,16/036335,SNI-626,,7G,AS-397329-LR-46504,7,G,N716-S506
CM488,ID-SNI-626-7-H,4n,3 mo,16/036335,SNI-626,,7H,AS-397331-LR-46504,7,H,N718-S506
CM489,ID-SNI-626-7-I,2n,22.5 mo,AN16CUK000798,SNI-626,,7I,AS-397333-LR-46504,7,I,N716-S507
CM490,ID-SNI-626-7-J,2n,22.5 mo,AN16CUK000798,SNI-626,,7J,AS-397335-LR-46504,7,J,N718-S507
CM491,ID-SNI-626-7-K,2n,22.5 mo,AN16CUK000798,SNI-626,,7K,AS-397337-LR-46504,7,K,N716-S508
CM492,ID-SNI-626-7-L,2n,22.5 mo,AN16CUK000798,SNI-626,,7L,AS-397339-LR-46504,7,L,N718-S508
CM493,ID-SNI-626-7-M,4n,22.5 mo,AN16CUK000798,SNI-626,,7M,AS-397341-LR-46504,7,M,N716-S510
CM494,ID-SNI-626-7-N,4n,22.5 mo,AN16CUK000798,SNI-626,,7N,AS-397343-LR-46504,7,N,N718-S510
CM495,ID-SNI-626-7-O,4n,22.5 mo,AN16CUK000798,SNI-626,,7O,AS-397345-LR-46504,7,O,N716-S511
CM496,ID-SNI-626-7-P,4n,22.5 mo,AN16CUK000798,SNI-626,,7P,AS-397347-LR-46504,7,P,N718-S511
CM497,ID-SNI-626-8-A,2n,3 mo,16/036335,SNI-626,,8A,AS-397349-LR-46504,8,A,N719-S502
CM498,ID-SNI-626-8-B,2n,3 mo,16/036335,SNI-626,,8B,AS-397351-LR-46504,8,B,N720-S502
CM499,ID-SNI-626-8-C,2n,3 mo,16/036335,SNI-626,,8C,AS-397353-LR-46504,8,C,N719-S503
CM500,ID-SNI-626-8-D,2n,3 mo,16/036335,SNI-626,,8D,AS-397355-LR-46504,8,D,N720-S503
CM501,ID-SNI-626-8-E,4n,3 mo,16/036335,SNI-626,,8E,AS-397357-LR-46504,8,E,N719-S505
CM502,ID-SNI-626-8-F,4n,3 mo,16/036335,SNI-626,,8F,AS-397359-LR-46504,8,F,N720-S505
CM503,ID-SNI-626-8-G,4n,3 mo,16/036335,SNI-626,,8G,AS-397361-LR-46504,8,G,N719-S506
CM504,ID-SNI-626-8-H,4n,3 mo,16/036335,SNI-626,,8H,AS-397363-LR-46504,8,H,N720-S506
CM505,ID-SNI-626-8-I,2n,22.5 mo,AN16CUK000798,SNI-626,,8I,AS-397365-LR-46504,8,I,N719-S507
CM506,ID-SNI-626-8-J,2n,22.5 mo,AN16CUK000798,SNI-626,,8J,AS-397367-LR-46504,8,J,N720-S507
CM507,ID-SNI-626-8-K,2n,22.5 mo,AN16CUK000798,SNI-626,,8K,AS-397369-LR-46504,8,K,N719-S508
CM508,ID-SNI-626-8-L,2n,22.5 mo,AN16CUK000798,SNI-626,,8L,AS-397371-LR-46504,8,L,N720-S508
CM509,ID-SNI-626-8-M,4n,22.5 mo,AN16CUK000798,SNI-626,,8M,AS-397373-LR-46504,8,M,N719-S510
CM510,ID-SNI-626-8-N,4n,22.5 mo,AN16CUK000798,SNI-626,,8N,AS-397375-LR-46504,8,N,N720-S510
CM511,ID-SNI-626-8-O,4n,22.5 mo,AN16CUK000798,SNI-626,,8O,AS-397377-LR-46504,8,O,N719-S511
CM512,ID-SNI-626-8-P,4n,22.5 mo,AN16CUK000798,SNI-626,,8P,AS-397379-LR-46504,8,P,N720-S511
CM513,ID-SNI-626-9-A,2n,3 mo,16/036335,SNI-626,,9A,AS-397381-LR-46504,9,A,N721-S502
CM514,ID-SNI-626-9-B,2n,3 mo,16/036335,SNI-626,,9B,AS-397383-LR-46504,9,B,N722-S502
CM515,ID-SNI-626-9-C,2n,3 mo,16/036335,SNI-626,,9C,AS-397385-LR-46504,9,C,N721-S503
CM516,ID-SNI-626-9-D,2n,3 mo,16/036335,SNI-626,,9D,AS-397387-LR-46504,9,D,N722-S503
CM517,ID-SNI-626-9-E,4n,3 mo,16/036335,SNI-626,,9E,AS-397389-LR-46504,9,E,N721-S505
CM518,ID-SNI-626-9-F,4n,3 mo,16/036335,SNI-626,,9F,AS-397391-LR-46504,9,F,N722-S505
CM519,ID-SNI-626-9-G,4n,3 mo,16/036335,SNI-626,,9G,AS-397393-LR-46504,9,G,N721-S506
CM520,ID-SNI-626-9-H,4n,3 mo,16/036335,SNI-626,,9H,AS-397395-LR-46504,9,H,N722-S506
CM521,ID-SNI-626-9-I,2n,22.5 mo,AN16CUK000798,SNI-626,,9I,AS-397397-LR-46504,9,I,N721-S507
CM522,ID-SNI-626-9-J,2n,22.5 mo,AN16CUK000798,SNI-626,,9J,AS-397399-LR-46504,9,J,N722-S507
CM523,ID-SNI-626-9-K,2n,22.5 mo,AN16CUK000798,SNI-626,,9K,AS-397401-LR-46504,9,K,N721-S508
CM524,ID-SNI-626-9-L,2n,22.5 mo,AN16CUK000798,SNI-626,,9L,AS-397403-LR-46504,9,L,N722-S508
CM525,ID-SNI-626-9-M,4n,22.5 mo,AN16CUK000798,SNI-626,,9M,AS-397405-LR-46504,9,M,N721-S510
CM526,ID-SNI-626-9-N,4n,22.5 mo,AN16CUK000798,SNI-626,,9N,AS-397407-LR-46504,9,N,N722-S510
CM527,ID-SNI-626-9-O,4n,22.5 mo,AN16CUK000798,SNI-626,,9O,AS-397409-LR-46504,9,O,N721-S511
CM528,ID-SNI-626-9-P,4n,22.5 mo,AN16CUK000798,SNI-626,,9P,AS-397411-LR-46504,9,P,N722-S511
CM529,ID-SNI-626-10-A,2n,3 mo,16/036335,SNI-626,,10A,AS-397413-LR-46504,10,A,N723-S502
CM530,ID-SNI-626-10-B,2n,3 mo,16/036335,SNI-626,,10B,AS-397415-LR-46504,10,B,N724-S502
CM531,ID-SNI-626-10-C,2n,3 mo,16/036335,SNI-626,,10C,AS-397417-LR-46504,10,C,N723-S503
CM532,ID-SNI-626-10-D,2n,3 mo,16/036335,SNI-626,,10D,AS-397419-LR-46504,10,D,N724-S503
CM533,ID-SNI-626-10-E,4n,3 mo,16/036335,SNI-626,,10E,AS-397421-LR-46504,10,E,N723-S505
CM534,ID-SNI-626-10-F,4n,3 mo,16/036335,SNI-626,,10F,AS-397423-LR-46504,10,F,N724-S505
CM535,ID-SNI-626-10-G,4n,3 mo,16/036335,SNI-626,,10G,AS-397425-LR-46504,10,G,N723-S506
CM536,ID-SNI-626-10-H,4n,3 mo,16/036335,SNI-626,,10H,AS-397427-LR-46504,10,H,N724-S506
CM537,ID-SNI-626-10-I,2n,22.5 mo,AN16CUK000798,SNI-626,,10I,AS-397429-LR-46504,10,I,N723-S507
CM538,ID-SNI-626-10-J,2n,22.5 mo,AN16CUK000798,SNI-626,,10J,AS-397431-LR-46504,10,J,N724-S507
CM539,ID-SNI-626-10-K,2n,22.5 mo,AN16CUK000798,SNI-626,,10K,AS-397433-LR-46504,10,K,N723-S508
CM540,ID-SNI-626-10-L,2n,22.5 mo,AN16CUK000798,SNI-626,,10L,AS-397435-LR-46504,10,L,N724-S508
CM541,ID-SNI-626-10-M,4n,22.5 mo,AN16CUK000798,SNI-626,,10M,AS-397437-LR-46504,10,M,N723-S510
CM542,ID-SNI-626-10-N,4n,22.5 mo,AN16CUK000798,SNI-626,,10N,AS-397439-LR-46504,10,N,N724-S510
CM543,ID-SNI-626-10-O,4n,22.5 mo,AN16CUK000798,SNI-626,,10O,AS-397441-LR-46504,10,O,N723-S511
CM544,ID-SNI-626-10-P,4n,22.5 mo,AN16CUK000798,SNI-626,,10P,AS-397443-LR-46504,10,P,N724-S511
CM545,ID-SNI-626-11-A,2n,3 mo,16/036335,SNI-626,,11A,AS-397445-LR-46504,11,A,N726-S502
CM546,ID-SNI-626-11-B,2n,3 mo,16/036335,SNI-626,,11B,AS-397447-LR-46504,11,B,N727-S502
CM547,ID-SNI-626-11-C,2n,3 mo,16/036335,SNI-626,,11C,AS-397449-LR-46504,11,C,N726-S503
CM548,ID-SNI-626-11-D,2n,3 mo,16/036335,SNI-626,,11D,AS-397451-LR-46504,11,D,N727-S503
CM549,ID-SNI-626-11-E,4n,3 mo,16/036335,SNI-626,,11E,AS-397453-LR-46504,11,E,N726-S505
CM550,ID-SNI-626-11-F,4n,3 mo,16/036335,SNI-626,,11F,AS-397455-LR-46504,11,F,N727-S505
CM551,ID-SNI-626-11-G,4n,3 mo,16/036335,SNI-626,,11G,AS-397457-LR-46504,11,G,N726-S506
CM552,ID-SNI-626-11-H,4n,3 mo,16/036335,SNI-626,,11H,AS-397459-LR-46504,11,H,N727-S506
CM553,ID-SNI-626-11-I,2n,22.5 mo,AN16CUK000798,SNI-626,,11I,AS-397461-LR-46504,11,I,N726-S507
CM554,ID-SNI-626-11-J,2n,22.5 mo,AN16CUK000798,SNI-626,,11J,AS-397463-LR-46504,11,J,N727-S507
CM555,ID-SNI-626-11-K,2n,22.5 mo,AN16CUK000798,SNI-626,,11K,AS-397465-LR-46504,11,K,N726-S508
CM556,ID-SNI-626-11-L,2n,22.5 mo,AN16CUK000798,SNI-626,,11L,AS-397467-LR-46504,11,L,N727-S508
CM557,ID-SNI-626-11-M,4n,22.5 mo,AN16CUK000798,SNI-626,,11M,AS-397469-LR-46504,11,M,N726-S510
CM558,ID-SNI-626-11-N,4n,22.5 mo,AN16CUK000798,SNI-626,,11N,AS-397471-LR-46504,11,N,N727-S510
CM559,ID-SNI-626-11-O,4n,22.5 mo,AN16CUK000798,SNI-626,,11O,AS-397473-LR-46504,11,O,N726-S511
CM560,ID-SNI-626-11-P,4n,22.5 mo,AN16CUK000798,SNI-626,,11P,AS-397475-LR-46504,11,P,N727-S511
CM561,ID-SNI-626-12-A,2n,3 mo,16/036335,SNI-626,,12A,AS-397477-LR-46504,12,A,N728-S502
CM562,ID-SNI-626-12-B,2n,3 mo,16/036335,SNI-626,,12B,AS-397479-LR-46504,12,B,N729-S502
CM563,ID-SNI-626-12-C,2n,3 mo,16/036335,SNI-626,,12C,AS-397481-LR-46504,12,C,N728-S503
CM564,ID-SNI-626-12-D,2n,3 mo,16/036335,SNI-626,,12D,AS-397483-LR-46504,12,D,N729-S503
CM565,ID-SNI-626-12-E,4n,3 mo,16/036335,SNI-626,,12E,AS-397485-LR-46504,12,E,N728-S505
CM566,ID-SNI-626-12-F,4n,3 mo,16/036335,SNI-626,,12F,AS-397487-LR-46504,12,F,N729-S505
CM567,ID-SNI-626-12-G,4n,3 mo,16/036335,SNI-626,,12G,AS-397489-LR-46504,12,G,N728-S506
CM568,ID-SNI-626-12-H,4n,3 mo,16/036335,SNI-626,,12H,AS-397491-LR-46504,12,H,N729-S506
CM569,ID-SNI-626-12-I,2n,22.5 mo,AN16CUK000798,SNI-626,,12I,AS-397493-LR-46504,12,I,N728-S507
CM570,ID-SNI-626-12-J,2n,22.5 mo,AN16CUK000798,SNI-626,,12J,AS-397495-LR-46504,12,J,N729-S507
CM571,ID-SNI-626-12-K,2n,22.5 mo,AN16CUK000798,SNI-626,,12K,AS-397497-LR-46504,12,K,N728-S508
CM572,ID-SNI-626-12-L,2n,22.5 mo,AN16CUK000798,SNI-626,,12L,AS-397499-LR-46504,12,L,N729-S508
CM573,ID-SNI-626-12-M,4n,22.5 mo,AN16CUK000798,SNI-626,,12M,AS-397501-LR-46504,12,M,N728-S510
CM574,ID-SNI-626-12-N,4n,22.5 mo,AN16CUK000798,SNI-626,,12N,AS-397503-LR-46504,12,N,N729-S510
CM575,ID-SNI-626-12-O,4n,22.5 mo,AN16CUK000798,SNI-626,,12O,AS-397505-LR-46504,12,O,N728-S511
CM576,ID-SNI-626-12-P,4n,22.5 mo,AN16CUK000798,SNI-626,,12P,AS-397507-LR-46504,12,P,N729-S511
CM577,ID-SNI-626-13-A,2n,3 mo,16/036335,SNI-626,,13A,AS-397509-LR-46504,13,A,N701-S513
CM578,ID-SNI-626-13-B,2n,3 mo,16/036335,SNI-626,,13B,AS-397511-LR-46504,13,B,N702-S513
CM579,ID-SNI-626-13-C,2n,3 mo,16/036335,SNI-626,,13C,AS-397513-LR-46504,13,C,N701-S515
CM580,ID-SNI-626-13-D,2n,3 mo,16/036335,SNI-626,,13D,AS-397515-LR-46504,13,D,N702-S515
CM581,ID-SNI-626-13-E,4n,3 mo,16/036335,SNI-626,,13E,AS-397517-LR-46504,13,E,N701-S516
CM582,ID-SNI-626-13-F,4n,3 mo,16/036335,SNI-626,,13F,AS-397519-LR-46504,13,F,N702-S516
CM583,ID-SNI-626-13-G,4n,3 mo,16/036335,SNI-626,,13G,AS-397521-LR-46504,13,G,N701-S517
CM584,ID-SNI-626-13-H,4n,3 mo,16/036335,SNI-626,,13H,AS-397523-LR-46504,13,H,N702-S517
CM585,ID-SNI-626-13-I,2n,22.5 mo,AN16CUK000798,SNI-626,,13I,AS-397525-LR-46504,13,I,N701-S518
CM586,ID-SNI-626-13-J,2n,22.5 mo,AN16CUK000798,SNI-626,,13J,AS-397527-LR-46504,13,J,N702-S518
CM587,ID-SNI-626-13-K,2n,22.5 mo,AN16CUK000798,SNI-626,,13K,AS-397529-LR-46504,13,K,N701-S520
CM588,ID-SNI-626-13-L,2n,22.5 mo,AN16CUK000798,SNI-626,,13L,AS-397531-LR-46504,13,L,N702-S520
CM589,ID-SNI-626-13-M,4n,22.5 mo,AN16CUK000798,SNI-626,,13M,AS-397533-LR-46504,13,M,N701-S521
